"Ad set name","Ad ID",Age,Gender,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (INR)","Cost per result",Starts,Ends,"Link clicks","CPC (cost per link click)","CPM (cost per 1,000 impressions)","CTR (all)","Messaging conversations replied","Messaging conversations started","Unique CTR (all)","Cost per lead",Leads,"Leads conversion value","Reporting starts","Reporting ends"
SET1,6723531169197,25-34,male,inactive,ad,727,1055,1.45116919,"7-day click or 1-day view","Messaging conversations started",1,113.43,113.43,2025-05-19,Ongoing,4,28.3575,107.51658768,0.56872038,,1,,,,,2023-07-20,2026-08-19
"New Engagement ad set - 1",6832548474197,18-24,female,not_delivering,ad,253,351,1.38735178,"7-day click or 1-day view","Messaging conversations started",2,113.03,56.515,2025-11-21,Ongoing,2,56.515,322.02279202,0.85470085,,2,,,,,2023-07-20,2026-08-19
AMITY,6986105760397,18-24,male,not_delivering,ad,2848,3631,1.27492978,"7-day click or 1-day view","Messaging conversations started",1,112.67,112.67,2026-07-31,Ongoing,5,22.534,31.03001928,0.19278436,,1,,,,,2023-07-20,2026-08-19
SET1,6724323110397,35-44,male,not_delivering,ad,1088,1686,1.54963235,"7-day click or 1-day view","Messaging conversations started",1,112.65,112.65,2025-05-20,Ongoing,5,22.53,66.81494662,0.53380783,,1,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6715699674797,35-44,male,not_delivering,ad,918,1562,1.70152505,"7-day click or 1-day view","Messaging conversations started",7,112.52,16.07428571,2025-05-01,Ongoing,21,5.35809524,72.03585147,1.9206146,,7,,,,,2023-07-20,2026-08-19
SET1,6712664669597,25-34,male,not_delivering,ad,2216,2632,1.18772563,"7-day click or 1-day view","Messaging conversations started",1,111.58,111.58,2025-05-01,Ongoing,6,18.59666667,42.39361702,0.53191489,,1,,,,,2023-07-20,2026-08-19
"MMU MBA",6671478791597,25-34,female,not_delivering,ad,2048,2763,1.34912109,"7-day click or 1-day view","Messaging conversations started",1,111.04,111.04,2025-04-12,Ongoing,2,55.52,40.18820123,0.21715527,,1,,,,,2023-07-20,2026-08-19
AMITY,6986108114197,35-44,male,not_delivering,ad,556,694,1.24820144,"7-day click or 1-day view","Messaging conversations started",1,109.99,109.99,2026-07-31,Ongoing,6,18.33166667,158.4870317,0.7204611,,1,,,,,2023-07-20,2026-08-19
"ad set 1",6857978483197,35-44,male,not_delivering,ad,676,963,1.42455621,"7-day click or 1-day view","Messaging conversations started",1,108.18,108.18,2026-01-23,Ongoing,4,27.045,112.3364486,0.41536864,,1,,,,,2023-07-20,2026-08-19
"Ad set 1",6986709879597,18-24,male,active,ad,4476,5513,1.23168007,"7-day click or 1-day view","Messaging conversations started",3,107.98,35.99333333,2026-07-01,Ongoing,23,4.69478261,19.58643207,0.43533466,,3,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6612219196997,18-24,male,not_delivering,ad,1946,2284,1.17368962,"7-day click or 1-day view",,,105.71,,2025-02-16,Ongoing,2,52.855,46.28283713,0.26269702,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6987226895797,35-44,female,not_delivering,ad,1288,1470,1.14130435,"7-day click or 1-day view",,,105.49,,2026-08-03,Ongoing,4,26.3725,71.76190476,0.34013605,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set - 1",6833677863397,18-24,female,not_delivering,ad,671,991,1.47690015,"7-day click or 1-day view","Messaging conversations started",1,105,105,2025-11-21,Ongoing,7,15,105.95358224,0.80726539,,1,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6642089283997,35-44,male,not_delivering,ad,912,2502,2.74342105,"7-day click or 1-day view","Messaging conversations started",5,104.04,20.808,2025-03-29,Ongoing,13,8.00307692,41.58273381,0.95923261,,5,,,,,2023-07-20,2026-08-19
SET1,6707077774397,25-34,female,not_delivering,ad,1216,1543,1.26891447,"7-day click or 1-day view",,,103.67,,2025-05-01,Ongoing,,,67.18729747,0.19442644,,,,,,,2023-07-20,2026-08-19
SET1,6712664669597,25-34,female,not_delivering,ad,1592,1895,1.19032663,"7-day click or 1-day view",,,103.64,,2025-05-01,Ongoing,2,51.82,54.69129288,0.26385224,,,,,,,2023-07-20,2026-08-19
"New Set",6703423974597,18-24,female,not_delivering,ad,2864,3428,1.19692737,"7-day click or 1-day view","Messaging conversations started",1,103.28,103.28,2025-05-03,Ongoing,7,14.75428571,30.12835473,0.4084014,,1,,,,,2023-07-20,2026-08-19
"Ad set 1",6976611088997,18-24,female,inactive,ad,3612,3825,1.0589701,"7-day click or 1-day view","Messaging conversations started",1,102.85,102.85,2026-07-01,Ongoing,9,11.42777778,26.88888889,0.2875817,,1,,,,,2023-07-20,2026-08-19
"ad set 1",6988779224197,35-44,male,not_delivering,ad,1680,2227,1.32559524,"7-day click or 1-day view",,,101.71,,2026-08-05,Ongoing,6,16.95166667,45.67130669,0.40413112,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6769014077397,35-44,female,inactive,ad,452,654,1.44690265,"7-day click or 1-day view","Messaging conversations started",1,101.68,101.68,2025-07-15,Ongoing,5,20.336,155.47400612,0.76452599,,1,,,,,2023-07-20,2026-08-19
"New Engagement ad set - 1",6832539425597,18-24,male,not_delivering,ad,441,578,1.3106576,"7-day click or 1-day view",,,101.38,,2025-11-21,Ongoing,4,25.345,175.39792388,0.8650519,,,,,,,2023-07-20,2026-08-19
SET1,6723531169197,18-24,female,inactive,ad,907,1333,1.46968026,"7-day click or 1-day view","Messaging conversations started",1,101.14,101.14,2025-05-19,Ongoing,4,25.285,75.87396849,0.30007502,,1,,,,,2023-07-20,2026-08-19
SET1,6732747696197,35-44,male,not_delivering,ad,800,1307,1.63375,"7-day click or 1-day view","Messaging conversations started",2,101.14,50.57,2025-05-13,Ongoing,8,12.6425,77.38332058,0.91813313,,2,,,,,2023-07-20,2026-08-19
SET1,6805961615397,18-24,male,not_delivering,ad,2542,2840,1.11723053,"7-day click or 1-day view","Messaging conversations started",1,100.95,100.95,2025-05-13,Ongoing,7,14.42142857,35.54577465,0.31690141,,1,,,,,2023-07-20,2026-08-19
"ad set 1",6861084796397,18-24,female,inactive,ad,1654,2412,1.45828295,"7-day click or 1-day view",,,100.11,,2026-01-31,Ongoing,7,14.30142857,41.50497512,0.53897181,,,,,,,2023-07-20,2026-08-19
"ad set 1",6872929829797,18-24,male,inactive,ad,5090,6816,1.33909627,"7-day click or 1-day view","Messaging conversations started",2,100.1,50.05,2026-01-31,Ongoing,45,2.22444444,14.68603286,0.70422535,,2,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6715699674797,18-24,male,not_delivering,ad,2414,3122,1.29328915,"7-day click or 1-day view",,,99.96,,2025-05-01,Ongoing,9,11.10666667,32.01793722,0.44843049,,,,,,,2023-07-20,2026-08-19
"Ads - Punjab",6925557264397,35-44,male,not_delivering,ad,2160,2785,1.28935185,"7-day click or 1-day view","Messaging conversations started",3,99.81,33.27,2026-04-27,Ongoing,12,8.3175,35.83842011,0.64631957,,3,,,,,2023-07-20,2026-08-19
SET1,6675281097197,18-24,male,not_delivering,ad,1316,1637,1.24392097,"7-day click or 1-day view","Messaging conversations started",1,99.31,99.31,2025-04-17,Ongoing,6,16.55166667,60.66585217,0.61087355,,1,,,,,2023-07-20,2026-08-19
"Ad set 1",6976611089397,18-24,female,inactive,ad,3692,3977,1.07719393,"7-day click or 1-day view",,,99.25,,2026-07-01,Ongoing,6,16.54166667,24.95599698,0.20115665,,,,,,,2023-07-20,2026-08-19
SET1,6805961615397,25-34,male,not_delivering,ad,1760,1985,1.12784091,"7-day click or 1-day view","Messaging conversations started",2,99.16,49.58,2025-05-13,Ongoing,4,24.79,49.95465995,0.302267,,2,,,,,2023-07-20,2026-08-19
AMITY,6986105760397,18-24,female,not_delivering,ad,2712,3483,1.28429204,"7-day click or 1-day view","Messaging conversations started",1,98.86,98.86,2026-07-31,Ongoing,1,98.86,28.38357738,0.05742176,,1,,,,,2023-07-20,2026-08-19
SET1,6675281097197,35-44,male,not_delivering,ad,532,811,1.52443609,"7-day click or 1-day view","Messaging conversations started",2,98.41,49.205,2025-04-17,Ongoing,5,19.682,121.34401973,1.47965475,,2,,,,,2023-07-20,2026-08-19
"Ad set 1",6959707332797,18-24,female,not_delivering,ad,2448,2606,1.06454248,"7-day click or 1-day view",,,98.15,,2026-06-14,Ongoing,6,16.35833333,37.66308519,0.23023791,,,,,,,2023-07-20,2026-08-19
"Ad set",6887030430597,35-44,female,not_delivering,ad,1584,2125,1.3415404,"7-day click or 1-day view","Messaging conversations started",2,98.13,49.065,2026-03-22,Ongoing,9,10.90333333,46.17882353,0.61176471,,2,,,,,2023-07-20,2026-08-19
AMITY,6986086788797,35-44,male,not_delivering,ad,512,638,1.24609375,"7-day click or 1-day view",,,97.9,,2026-07-31,Ongoing,2,48.95,153.44827586,0.62695925,,,,,,,2023-07-20,2026-08-19
SET1,6668286970397,35-44,male,not_delivering,ad,1376,2109,1.53270349,"7-day click or 1-day view",,,97.16,,2025-04-09,Ongoing,6,16.19333333,46.06922712,0.33191086,,,,,,,2023-07-20,2026-08-19
"ad set 1",6861112894797,35-44,female,not_delivering,ad,1228,1393,1.13436482,"7-day click or 1-day view","Messaging conversations started",3,96.83,32.27666667,2026-01-31,Ongoing,8,12.10375,69.51184494,0.86145011,,3,,,,,2023-07-20,2026-08-19
"Ad set 1",6953165576197,25-34,female,not_delivering,ad,2566,2718,1.05923617,"7-day click or 1-day view",,,95.42,,2026-06-09,Ongoing,11,8.67454545,35.1066961,0.51508462,,,,,,,2023-07-20,2026-08-19
"Ads - Punjab",6935496751997,18-24,female,inactive,ad,2674,3263,1.22026926,"7-day click or 1-day view",,,93.93,,2026-04-27,Ongoing,11,8.53909091,28.78639289,0.42905302,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6882908661197,18-24,male,not_delivering,ad,1572,2133,1.35687023,"7-day click or 1-day view","Messaging conversations started",1,93.48,93.48,2026-03-15,Ongoing,13,7.19076923,43.82559775,0.79699953,,1,,,,,2023-07-20,2026-08-19
"ad set 1",6861113921397,35-44,male,inactive,ad,956,1276,1.33472803,"7-day click or 1-day view","Messaging conversations started",1,92.73,92.73,2026-01-31,Ongoing,4,23.1825,72.67241379,0.54858934,,1,,,,,2023-07-20,2026-08-19
"ad set 1",6857977080197,18-24,male,not_delivering,ad,1486,1987,1.3371467,"7-day click or 1-day view",,,92.71,,2026-01-23,Ongoing,7,13.24428571,46.65827881,0.45294414,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6790435815797,18-24,male,not_delivering,ad,1268,1429,1.12697161,"7-day click or 1-day view",,,91.82,,2025-07-15,Ongoing,3,30.60666667,64.25472358,0.27991603,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6986709879597,18-24,female,active,ad,3216,3918,1.21828358,"7-day click or 1-day view","Messaging conversations started",1,90.95,90.95,2026-07-01,Ongoing,15,6.06333333,23.21337417,0.43389484,,1,,,,,2023-07-20,2026-08-19
"ad set 1",6861084796397,25-34,female,inactive,ad,1170,1420,1.21367521,"7-day click or 1-day view","Messaging conversations started",1,90.46,90.46,2026-01-31,Ongoing,7,12.92285714,63.70422535,0.77464789,,1,,,,,2023-07-20,2026-08-19
"New Engagement ad set - City",6830713058797,18-24,female,not_delivering,ad,1056,1277,1.2092803,"7-day click or 1-day view",,,90.06,,2025-11-18,Ongoing,4,22.515,70.52466719,0.39154268,,,,,,,2023-07-20,2026-08-19
"Ads - Punjab – Online",6917755073197,35-44,male,not_delivering,ad,1328,1830,1.37801205,"7-day click or 1-day view",,,89.71,,2026-05-06,Ongoing,1,89.71,49.02185792,0.05464481,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6612226281997,25-34,male,not_delivering,ad,257,351,1.36575875,"7-day click or 1-day view","Messaging conversations started",1,88.99,88.99,2025-02-16,Ongoing,2,44.495,253.53276353,0.85470085,,1,,,,,2023-07-20,2026-08-19
"ad set 1",6861112894797,Unknown,unknown,not_delivering,ad,119361,119361,1,"7-day click or 1-day view","Messaging conversations started",48,88.91,1.85229167,2026-01-31,Ongoing,197,0.4513198,0.74488317,0.47838071,,48,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6715699674797,18-24,female,not_delivering,ad,2408,2825,1.17317276,"7-day click or 1-day view","Messaging conversations started",3,88.66,29.55333333,2025-05-01,Ongoing,10,8.866,31.3840708,0.49557522,,3,,,,,2023-07-20,2026-08-19
"New Engagement ad set - 1",6832547839397,25-34,male,not_delivering,ad,254,333,1.31102362,"7-day click or 1-day view",,,88,,2025-11-21,Ongoing,3,29.33333333,264.26426426,1.5015015,,,,,,,2023-07-20,2026-08-19
"Ad Online",6915643995197,18-24,female,not_delivering,ad,3960,4828,1.21919192,"7-day click or 1-day view",,,87.85,,2026-05-01,Ongoing,18,4.88055556,18.19594035,0.3935377,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6977309658397,18-24,female,inactive,ad,2224,2620,1.17805755,"7-day click or 1-day view",,,87,,2026-07-01,Ongoing,9,9.66666667,33.20610687,0.41984733,,,,,,,2023-07-20,2026-08-19
"ad set 1",6858002122997,45-54,female,not_delivering,ad,944,1608,1.70338983,"7-day click or 1-day view","Messaging conversations started",1,86.92,86.92,2026-01-23,Ongoing,5,17.384,54.05472637,0.74626866,,1,,,,,2023-07-20,2026-08-19
"Ads - Punjab",6935496751997,25-34,male,inactive,ad,1926,2193,1.13862928,"7-day click or 1-day view",,,86.9,,2026-04-27,Ongoing,7,12.41428571,39.62608299,0.31919745,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6612225065997,35-44,female,not_delivering,ad,264,460,1.74242424,"7-day click or 1-day view","Messaging conversations started",1,85.6,85.6,2025-02-16,Ongoing,1,85.6,186.08695652,1.08695652,,1,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6834726579597,18-24,female,not_delivering,ad,1118,1474,1.31842576,"7-day click or 1-day view",,,85.53,,2025-09-07,Ongoing,2,42.765,58.02578019,0.27137042,,,,,,,2023-07-20,2026-08-19
"Ad Set 1",6915949742397,25-34,female,not_delivering,ad,240,434,1.80833333,"7-day click or 1-day view",,,85.44,,2026-05-03,Ongoing,2,42.72,196.86635945,0.46082949,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set - 1",6832548169597,18-24,female,not_delivering,ad,307,506,1.64820847,"7-day click or 1-day view","Messaging conversations started",1,84.83,84.83,2025-11-21,Ongoing,3,28.27666667,167.64822134,1.18577075,,1,,,,,2023-07-20,2026-08-19
"Tailored messages campaign 06/05/2025 Ad set",6710313106197,25-34,male,not_delivering,ad,1338,1608,1.20179372,"7-day click or 1-day view","Messaging conversations started",1,83.49,83.49,2025-05-06,Ongoing,5,16.698,51.92164179,0.37313433,,1,,,,,2023-07-20,2026-08-19
"Ad set 1",6959707332797,18-24,male,not_delivering,ad,2528,2643,1.04549051,"7-day click or 1-day view","Messaging conversations started",1,83.11,83.11,2026-06-14,Ongoing,11,7.55545455,31.44532728,0.45402951,,1,,,,,2023-07-20,2026-08-19
SET1,6699075335397,25-34,female,not_delivering,ad,1948,2391,1.22741273,"7-day click or 1-day view",,,82.7,,2025-05-01,Ongoing,5,16.54,34.58803848,0.33458804,,,,,,,2023-07-20,2026-08-19
"Ads - Punjab – Online",6920851258197,35-44,male,not_delivering,ad,1096,1514,1.38138686,"7-day click or 1-day view","Messaging conversations started",2,82,41,2026-05-06,Ongoing,9,9.11111111,54.16116248,1.05680317,,2,,,,,2023-07-20,2026-08-19
"Ad Online",6914899011797,18-24,female,inactive,ad,1588,2085,1.31297229,"7-day click or 1-day view",,,81.54,,2026-05-01,Ongoing,5,16.308,39.10791367,0.33573141,,,,,,,2023-07-20,2026-08-19
"Ads - HP+Jammu",6910463660997,35-44,male,not_delivering,ad,2048,2408,1.17578125,"7-day click or 1-day view","Messaging conversations started",2,81.1,40.55,2026-04-26,Ongoing,10,8.11,33.67940199,0.62292359,,2,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6834727221197,18-24,male,not_delivering,ad,1001,1466,1.46453546,"7-day click or 1-day view",,,80.74,,2025-09-07,Ongoing,6,13.45666667,55.07503411,0.47748977,,,,,,,2023-07-20,2026-08-19
"Ads - Punjab",6925557264397,35-44,female,not_delivering,ad,1584,1806,1.14015152,"7-day click or 1-day view",,,80.25,,2026-04-27,Ongoing,6,13.375,44.43521595,0.44296788,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6810171527597,35-44,male,not_delivering,ad,616,757,1.2288961,"7-day click or 1-day view",,,80.23,,2025-09-07,Ongoing,1,80.23,105.98414795,0.26420079,,,,,,,2023-07-20,2026-08-19
"ad set 1",6872930110397,18-24,female,inactive,ad,2432,3229,1.32771382,"7-day click or 1-day view",,,79.42,,2026-01-31,Ongoing,12,6.61833333,24.59585011,0.46454011,,,,,,,2023-07-20,2026-08-19
"Ads - HP+Jammu",6910462158797,18-24,male,not_delivering,ad,1994,2377,1.19207623,"7-day click or 1-day view","Messaging conversations started",1,79.38,79.38,2026-04-26,Ongoing,15,5.292,33.39503576,0.75725705,,1,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6834727881197,18-24,male,not_delivering,ad,1182,1555,1.31556684,"7-day click or 1-day view",,,79.12,,2025-09-07,Ongoing,4,19.78,50.88102894,0.57877814,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6768967611597,35-44,male,not_delivering,ad,856,998,1.16588785,"7-day click or 1-day view",,,79,,2025-07-15,Ongoing,1,79,79.15831663,0.4008016,,,,,,,2023-07-20,2026-08-19
"Ad Online",6914899011797,25-34,male,inactive,ad,1248,1466,1.17467949,"7-day click or 1-day view",,,78.07,,2026-05-01,Ongoing,3,26.02333333,53.25375171,0.20463847,,,,,,,2023-07-20,2026-08-19
SET1,6700709797997,18-24,female,inactive,ad,1111,1360,1.22412241,"7-day click or 1-day view",,,77.96,,2025-05-01,Ongoing,1,77.96,57.32352941,0.29411765,,,,,,,2023-07-20,2026-08-19
LPU,6826445864997,18-24,male,not_delivering,ad,1274,1523,1.19544741,"7-day click or 1-day view","Messaging conversations started",1,77.47,77.47,2025-11-08,Ongoing,2,38.735,50.86671044,0.26263953,,1,,,,,2023-07-20,2026-08-19
"Ad Set 1",6915949742397,35-44,female,not_delivering,ad,283,457,1.61484099,"7-day click or 1-day view",,,76.49,,2026-05-03,Ongoing,1,76.49,167.37417943,1.0940919,,,,,,,2023-07-20,2026-08-19
"Ad Online",6915643995197,25-34,male,not_delivering,ad,2588,3059,1.18199382,"7-day click or 1-day view","Messaging conversations started",1,75.89,75.89,2026-05-01,Ongoing,13,5.83769231,24.80876103,0.58842759,,1,,,,,2023-07-20,2026-08-19
SET1,6668286970397,35-44,female,not_delivering,ad,608,1484,2.44078947,"7-day click or 1-day view",,,75.68,,2025-04-09,Ongoing,5,15.136,50.99730458,0.53908356,,,,,,,2023-07-20,2026-08-19
"New Set",6703423974597,25-34,female,not_delivering,ad,1167,1473,1.2622108,"7-day click or 1-day view",,,75.54,,2025-05-03,Ongoing,4,18.885,51.28309572,0.5431093,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set - 1",6832547839397,25-34,female,not_delivering,ad,70,117,1.67142857,"7-day click or 1-day view","Messaging conversations started",1,73.91,73.91,2025-11-21,Ongoing,1,73.91,631.70940171,0.85470085,,1,,,,,2023-07-20,2026-08-19
SET1,6723531168597,18-24,male,inactive,ad,732,1010,1.37978142,"7-day click or 1-day view","Messaging conversations started",2,73.53,36.765,2025-05-19,Ongoing,9,8.17,72.8019802,0.89108911,,2,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6931643559197,25-34,female,not_delivering,ad,1115,1363,1.22242152,"7-day click or 1-day view",,,73.01,,2026-05-20,Ongoing,2,36.505,53.56566398,0.36683786,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6976611089397,25-34,female,inactive,ad,1760,1842,1.04659091,"7-day click or 1-day view","Messaging conversations started",2,72.43,36.215,2026-07-01,Ongoing,12,6.03583333,39.32138979,0.70575461,,2,,,,,2023-07-20,2026-08-19
SET1,6668282296197,25-34,female,not_delivering,ad,614,883,1.43811075,"7-day click or 1-day view",,,72.15,,2025-04-09,Ongoing,2,36.075,81.71007928,0.6795017,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6959700316597,35-44,male,not_delivering,ad,1060,1218,1.1490566,"7-day click or 1-day view","Messaging conversations started",2,72.14,36.07,2026-06-14,Ongoing,3,24.04666667,59.22824302,0.49261084,,2,,,,,2023-07-20,2026-08-19
SET1,6790771111597,35-44,female,not_delivering,ad,88,125,1.42045455,"7-day click or 1-day view",,,72.02,,2025-05-13,Ongoing,1,72.02,576.16,2.4,,,,,,,2023-07-20,2026-08-19
SET1,6715760430597,35-44,female,not_delivering,ad,448,1014,2.26339286,"7-day click or 1-day view",,,71.6,,2025-05-13,Ongoing,1,71.6,70.61143984,0.78895464,,,,,,,2023-07-20,2026-08-19
"Tailored messages campaign 06/05/2025 Ad set",6710313106197,18-24,female,not_delivering,ad,2872,3399,1.18349582,"7-day click or 1-day view","Messaging conversations started",1,71.36,71.36,2025-05-06,Ongoing,7,10.19428571,20.99441012,0.38246543,,1,,,,,2023-07-20,2026-08-19
"Ad set 1",6977309658397,25-34,female,inactive,ad,1066,1239,1.16228893,"7-day click or 1-day view",,,71.2,,2026-07-01,Ongoing,3,23.73333333,57.46569814,0.4842615,,,,,,,2023-07-20,2026-08-19
